Artist Name,Stubhub ID,Year,Month,Date,DayOfWeek,Name,City,State,ZipCode,Cons1,Cons2
Jimmy Buffett ,104569780,2021,8,12,4,Waterfront Music Pavilion,Camden,NJ,8103,0,0
Jimmy Buffett ,104532568,2021,8,14,6,Xfinity Center - MA,Mansfield,MA,2048,0,0
Jimmy Buffett ,104615350,2021,9,7,2,Red Rocks Amphitheatre,Morrison,CO,80465,0,1
Jimmy Buffett ,104614973,2021,9,9,4,Red Rocks Amphitheatre,Morrison,CO,80465,1,0
Jimmy Buffett ,104341712,2021,12,4,6,Amalie Arena,Tampa,FL,33602,0,0
Jimmy Buffett ,104342315,2021,12,7,2,Vystar Veterans Memorial Arena,Jacksonville,FL,32202,0,0
Jimmy Buffett ,104341713,2021,12,11,6,Amway Center,Orlando,FL,32801,0,0
Joan Jett,103382627,2018,2,3,6,Route 66 Casino,Albuquerque,NM,87121,0,0
Joan Jett,103463171,2018,2,24,6,Golden Nugget - Lake Charles,Lake Charles,LA,70601,0,0
Joan Jett,103497844,2018,3,3,6,Encanterra Country Club,San Tan Valley,AZ,85140,0,0
Joan Jett,103539501,2018,5,7,1,KEMBA LIVE!,Columbus,OH,43215,0,0
Joan Jett,103609194,2018,8,8,3,McGrath Amphitheatre,Cedar Rapids,IA,52401,0,0
Joan Jett,103602634,2018,8,9,4,Bluestem Center for the Arts,Moorhead,MN,56560,0,0
Joan Jett,103558475,2018,8,16,4,Mountain Winery,Saratoga,CA,95070,0,0
Joan Jett,103631362,2018,8,18,6,Star Of The Desert Arena at Primm Valley Resorts,Primm,NV,89019,0,0
Joan Jett,103594084,2018,8,19,7,Jackson Rancheria Casino Resort,Jackson,CA,95642,0,0
Joan Jett,103654263,2018,8,31,5,Colorado State Fair,Pueblo,CO,81004,0,0
Joan Jett,103669450,2018,9,15,6,Los Angeles County Fair,Pomona,CA,91768,0,0
Joan Jett,103566024,2018,9,18,2,Northern Quest Casino,Spokane,WA,99224,0,0
Joan Jett,103560657,2018,9,19,3,Puyallup Fairgrounds at Washington State Fair,Puyallup,WA,98371,0,0
Joan Jett,103798676,2018,10,19,5,Soaring Eagle Casino and Resort,Mount Pleasant,MI,48858,0,0
Joan Jett,103765678,2018,10,26,5,Union County Performing Arts Center,Rahway,NJ,7065,0,0
Joan Jett,103749168,2018,10,27,6,Hackensack Meridian Health Theatre,Red Bank,NJ,7701,0,0
Joan Jett,103949981,2019,2,22,5,Sound Waves at Hard Rock Hotel and Casino Atlantic City,Atlantic City,NJ,8401,0,1
Joan Jett,103944638,2019,2,23,6,Sound Waves at Hard Rock Hotel and Casino Atlantic City,Atlantic City,NJ,8401,1,0
Joan Jett,104062347,2019,3,30,6,Premier Theater at Foxwoods Resort Casino,Mashantucket,CT,6338,0,0
Joan Jett,104090893,2019,5,26,7,Fantasy Springs Resort Casino,Indio,CA,92203,0,0
Joan Jett,104086739,2019,6,1,6,The Bowl at Sugar Hill,Sugar Hill,GA,30518,0,0
Joan Jett,104085783,2019,7,6,6,Marin County Fair - Island Tent,San Rafael,CA,94903,0,0
Joan Jett,104024677,2019,7,13,6,Northern Wisconsin State Fairgrounds,Chippewa Falls,WI,54729,0,0
Joan Jett,104134640,2019,7,19,5,Foellinger Outdoor Theatre,Fort Wayne,IN,46808,0,0
Joan Jett,104094565,2019,9,22,7,Bergen Performing Arts Center,Englewood,NJ,7631,0,0
Joan Jett,104246254,2019,10,10,4,Stiefel Theatre for the Performing Arts,Salina,KS,67401,0,0
Joan Jett,104129400,2019,10,25,5,Community Theatre at Mayo Performing Arts Center,Morristown,NJ,7960,0,0
Joan Jett,104865017,2021,8,8,7,Ryman Auditorium,Nashville,TN,37219,0,0
Joan Jett,104883344,2021,8,12,4,Wolf Trap Farm,Vienna,VA,22182,0,0
Joan Jett,104899156,2021,8,20,5,Helen DeVitt Jones Theater at The Buddy Holly Hall,Lubbock,TX,79408,0,0
Joan Jett,104596502,2021,8,21,6,Nutty Brown Amphitheatre,Austin,TX,78737,0,0
Joan Jett,104899283,2021,8,29,7,Starlight Theatre,Kansas City,MO,64132,0,0
Joan Jett,104888762,2021,9,3,5,Spirit Mountain Casino,Grand Ronde,OR,97347,0,0
Joan Jett,104865594,2021,9,4,6,Tulalip Amphitheatre,Marysville,WA,98271,0,0
Joan Jett,104874177,2021,9,9,4,BMO Harris Pavilion,Milwaukee,WI,53202,0,0
Joan Jett,104895641,2021,9,11,6,Essentia Health Plaza at The Lights,West Fargo,ND,58078,0,0
Joan Jett,104908663,2021,9,19,7,Adler Theatre,Davenport,IA,52801,0,0
Joan Jett,104861879,2021,9,28,2,The Paramount Huntington,Huntington,NY,11743,0,0
Joan Jett,104942190,2021,11,5,5,Ridgefield Playhouse,Ridgefield,CT,6877,0,0
Joan Jett ,103626003,2018,8,24,5,Treasure Island Resort and Casino - Welch,Welch,MN,55089,0,0
Joan Jett ,103646038,2018,12,16,7,MGM Northfield Park - Center Stage,Northfield,OH,44067,0,0
Joan Jett ,103925985,2019,3,2,6,Hollywood Casino at Charles Town Races,Charles Town,WV,25414,0,0
Joan Jett ,104063046,2019,7,5,5,Seven Feathers Casino Resort,Canyonville,OR,97417,0,0
Joan Jett ,104466301,2020,2,8,6,Firekeepers Casino and Hotel,Battle Creek,MI,49014,0,0
Joe Bonamassa,103214421,2018,4,23,1,Santander Performing Arts Center,Reading,PA,19601,0,0
Joe Bonamassa,103217343,2018,4,24,2,State Theatre Easton,Easton,PA,18042,0,0
Joe Bonamassa,103217481,2018,4,26,4,Providence Performing Arts Center,Providence,RI,2903,0,0
Joe Bonamassa,103214427,2018,4,30,1,Rochester Auditorium,Rochester,NY,14605,0,0
Joe Bonamassa,103221738,2018,5,2,3,Berglund Center,Roanoke,VA,24016,0,0
Joe Bonamassa,103215890,2018,5,4,5,Fabulous Fox Theatre - Atlanta,Atlanta,GA,30308,0,1
Joe Bonamassa,103215893,2018,5,5,6,Fabulous Fox Theatre - Atlanta,Atlanta,GA,30308,1,0
Joe Bonamassa,103234457,2018,5,6,7,RiverCenter - Bill Heard Theatre,Columbus,GA,31901,0,0
Joe Bonamassa,103217354,2018,5,8,2,King Center for the Performing Arts,Melbourne,FL,32935,0,0
Joe Bonamassa,103214429,2018,5,10,4,St Augustine Amphitheatre,St. Augustine,FL,32080,0,0
Joe Bonamassa,103226802,2018,5,11,5,Ruth Eckerd Hall,Clearwater,FL,33759,0,1
Joe Bonamassa,103226803,2018,5,12,6,Ruth Eckerd Hall,Clearwater,FL,33759,1,0
Joe Bonamassa,103217362,2018,5,15,2,Donald Tucker Center at Leon County Civic Center,Tallahassee,FL,32301,0,0
Joe Bonamassa,103214431,2018,5,17,4,Saenger Theatre-FL,Pensacola,FL,32502,0,0
Joe Bonamassa,103214432,2018,5,18,5,Shreveport Municipal Memorial Auditorium,Shreveport,LA,71101,0,0
Joe Bonamassa,103214433,2018,5,19,6,Saenger Theatre-LA,New Orleans,LA,70116,0,0
Joe Bonamassa,103214435,2018,5,21,1,Smart Financial Centre,Sugar Land,TX,77479,0,0
Joe Bonamassa,103217365,2018,5,23,3,Wagner Noel Performing Arts Center,Midland,TX,79707,0,0
Joe Bonamassa,103217425,2018,5,25,5,Austin City Limits Live at The Moody Theater,Austin,TX,78701,0,0
Joe Bonamassa,103214437,2018,5,26,6,Majestic Theatre San Antonio,San Antonio,TX,78205,0,1
Joe Bonamassa,103214439,2018,5,27,7,Majestic Theatre San Antonio,San Antonio,TX,78205,1,0
Joe Bonamassa,103492725,2018,7,26,4,Humphreys Concerts by the Bay,San Diego,CA,92106,0,1
Joe Bonamassa,103492726,2018,7,27,5,Humphreys Concerts by the Bay,San Diego,CA,92106,1,0
Joe Bonamassa,103492727,2018,7,28,6,Vina Robles Amphitheatre,Paso Robles,CA,93446,0,0
Joe Bonamassa,103492728,2018,7,30,1,San Jose Center for Performing Arts,San Jose,CA,95113,0,0
Joe Bonamassa,103492723,2018,8,1,3,Greek Theatre - Los Angeles,Los Angeles,CA,90027,0,0
Joe Bonamassa,103495164,2018,8,3,5,Eccles Theater - Salt Lake City,Salt Lake City,UT,84101,0,0
Joe Bonamassa,103491993,2018,8,5,7,Red Rocks Amphitheatre,Morrison,CO,80465,0,0
Joe Bonamassa,103495162,2018,8,7,2,Orpheum Theatre - Omaha,Omaha,NE,68102,0,0
Joe Bonamassa,103492729,2018,8,9,4,Ryman Auditorium,Nashville,TN,37219,0,1
Joe Bonamassa,103492731,2018,8,10,5,Ryman Auditorium,Nashville,TN,37219,1,1
Joe Bonamassa,103492733,2018,8,11,6,Ryman Auditorium,Nashville,TN,37219,1,0
Joe Bonamassa,103559616,2018,10,26,5,Sheas Performing Arts Center - Buffalo Theatre,Buffalo,NY,14202,0,1
Joe Bonamassa,103559617,2018,10,27,6,Sheas Performing Arts Center - Buffalo Theatre,Buffalo,NY,14202,1,0
Joe Bonamassa,103559618,2018,11,6,2,Embassy Theatre,Fort Wayne,IN,46802,0,0
Joe Bonamassa,103559619,2018,11,7,3,Palace Theatre Columbus,Columbus,OH,43215,0,0
Joe Bonamassa,103559620,2018,11,9,5,Murat Theatre at Old National Centre,Indianapolis,IN,46204,0,0
Joe Bonamassa,103559621,2018,11,10,6,Stifel Theatre,St. Louis,MO,63103,0,0
Joe Bonamassa,103559622,2018,11,12,1,Taft Theatre,Cincinnati,OH,45202,0,0
Joe Bonamassa,103559623,2018,11,13,2,Louisville Palace,Louisville,KY,40202,0,0
Joe Bonamassa,103559625,2018,11,14,3,Orpheum Theatre - Memphis,Memphis,TN,38103,0,0
Joe Bonamassa,103559626,2018,11,16,5,Tulsa Theater,Tulsa,OK,74103,0,0
Joe Bonamassa,103559627,2018,11,17,6,Texas Trust CU Theatre at Grand Prairie,Grand Prairie,TX,75050,0,0
Joe Bonamassa,103559628,2018,11,20,2,Tucson Music Hall,Tucson,AZ,85701,0,0
Joe Bonamassa,103559637,2018,11,21,3,Fox Performing Arts Center,Riverside,CA,92501,0,0
Joe Bonamassa,103559638,2018,11,23,5,Long Beach Convention Center - Terrace Theater,Long Beach,CA,90802,0,0
Joe Bonamassa,103559639,2018,11,24,6,Reno Events Center,Reno,NV,89501,0,0
Joe Bonamassa,103559640,2018,11,25,7,Bob Hope Theatre - CA,Stockton,CA,95202,0,0
Joe Bonamassa,103579168,2018,11,27,2,Arlene Schnitzer Concert Hall,Portland,OR,97205,0,0
Joe Bonamassa,103706142,2019,2,15,5,Broward Center Au Rene,Fort Lauderdale,FL,33312,0,1
Joe Bonamassa,103706143,2019,2,16,6,Broward Center Au Rene,Fort Lauderdale,FL,33312,1,1
Joe Bonamassa,103706144,2019,2,17,7,Broward Center Au Rene,Fort Lauderdale,FL,33312,1,0
Joe Bonamassa,103706146,2019,2,19,2,Hertz Arena,Estero,FL,33928,0,0
Joe Bonamassa,103707664,2019,2,22,5,Walt Disney Theater at Dr Phillips Center,Orlando,FL,32801,0,1
Joe Bonamassa,103706164,2019,2,23,6,Walt Disney Theater at Dr Phillips Center,Orlando,FL,32801,1,0
Joe Bonamassa,103706166,2019,3,2,6,Savannah Civic Center - Johnny Mercer Theatre,Savannah,GA,31401,0,0
Joe Bonamassa,103706169,2019,3,4,1,Charleston Gaillard Center,Charleston,SC,29401,0,0
Joe Bonamassa,103706148,2019,3,5,2,Knoxville Civic Auditorium,Knoxville,TN,37915,0,0
Joe Bonamassa,103706149,2019,3,7,4,Adler Theatre,Davenport,IA,52801,0,0
Joe Bonamassa,103706150,2019,3,8,5,Chicago Theatre,Chicago,IL,60601,0,1
Joe Bonamassa,103706152,2019,3,9,6,Chicago Theatre,Chicago,IL,60601,1,0
Joe Bonamassa,103706154,2019,3,11,1,Kirby Center,Wilkes-Barre,PA,18702,0,0
Joe Bonamassa,103707661,2019,3,12,2,Hershey Theatre,Hershey,PA,17033,0,0
Joe Bonamassa,103714477,2019,3,14,4,State Theatre New Brunswick,New Brunswick,NJ,8901,0,0
Joe Bonamassa,103706157,2019,3,15,5,Modell Performing Arts Center at the Lyric,Baltimore,MD,21201,0,0
Joe Bonamassa,103706183,2019,3,16,6,Benedum Center,Pittsburgh,PA,15222,0,0
Joe Bonamassa,103706159,2019,3,18,1,Durham Performing Arts Center,Durham,NC,27701,0,0
Joe Bonamassa,103706185,2019,3,19,2,Altria Theater,Richmond,VA,23220,0,0
Joe Bonamassa,103714478,2019,3,21,4,Mortensen Hall at The Bushnell,Hartford,CT,6106,0,0
Joe Bonamassa,103707662,2019,3,22,5,NYCB Theatre at Westbury,Westbury,NY,11590,0,1
Joe Bonamassa,103707663,2019,3,23,6,NYCB Theatre at Westbury,Westbury,NY,11590,1,0
Joe Bonamassa,104081504,2019,7,22,1,Ryman Auditorium,Nashville,TN,37219,0,0
Joe Bonamassa,104080538,2019,7,24,3,Cape Cod Melody Tent,Hyannis,MA,2601,0,0
Joe Bonamassa,104080335,2019,7,26,5,Leader Bank Pavilion,Boston,MA,2210,0,0
Joe Bonamassa,104081602,2019,7,27,6,Saratoga Performing Arts Center,Saratoga Springs,NY,12866,0,0
Joe Bonamassa,104082564,2019,7,28,7,Rock Row,Westbrook,ME,4092,0,0
Joe Bonamassa,104081502,2019,7,30,2,Bethel Woods Center For The Arts,Bethel,NY,12720,0,0
Joe Bonamassa,104078469,2019,8,1,4,Veterans United Home Loans Amphitheater at Virginia Beach,Virginia Beach,VA,23456,0,0
Joe Bonamassa,104021440,2019,8,2,5,Borgata Casino Event Center,Atlantic City,NJ,8401,0,1
Joe Bonamassa,104023512,2019,8,3,6,Borgata Casino Event Center,Atlantic City,NJ,8401,1,0
Joe Bonamassa,104080525,2019,8,6,2,Fraze Pavilion,Dayton,OH,45429,0,0
Joe Bonamassa,104081345,2019,8,8,4,Paramount Theatre Cedar Rapids,Cedar Rapids,IA,52401,0,0
Joe Bonamassa,104080918,2019,8,9,5,Pinewood Bowl Theater,Lincoln,NE,68522,0,0
Joe Bonamassa,104078960,2019,8,11,7,Red Rocks Amphitheatre,Morrison,CO,80465,0,1
Joe Bonamassa,104077947,2019,8,12,1,Red Rocks Amphitheatre,Morrison,CO,80465,1,0
Joe Bonamassa,104125156,2019,10,18,5,Paramount Theatre Oakland,Oakland,CA,94612,0,1
Joe Bonamassa,104126740,2019,10,19,6,Paramount Theatre Oakland,Oakland,CA,94612,1,0
Joe Bonamassa,104128363,2019,10,22,2,Bakersfield Fox Theater,Bakersfield,CA,93301,0,0
Joe Bonamassa,104127500,2019,10,23,3,The Show - Agua Caliente Casino,Rancho Mirage,CA,92270,0,0
Joe Bonamassa,104124583,2019,10,25,5,Arizona Federal Theatre,Phoenix,AZ,85003,0,0
Joe Bonamassa,104125151,2019,10,27,7,Caesars Palace,Las Vegas,NV,89109,0,0
Joe Bonamassa,104125134,2019,10,29,2,Paycom Center,Oklahoma City,OK,73107,0,0
Joe Bonamassa,104288605,2019,10,30,3,Century II Convention Center,Wichita,KS,67202,0,0
Joe Bonamassa,104126718,2019,11,1,5,Juanita K. Hammons Hall,Springfield,MO,65806,0,0
Joe Bonamassa,104123983,2019,11,2,6,Arvest Bank Theatre at The Midland,Kansas City,MO,64105,0,0
Joe Bonamassa,104129507,2019,11,3,7,Sangamon Auditorium,Springfield,IL,62703,0,0
Joe Bonamassa,104129508,2019,11,5,2,Morris Performing Arts Center,South Bend,IN,46601,0,0
Joe Bonamassa,104127671,2019,11,7,4,Orpheum Theatre - Madison,Madison,WI,53703,0,0
Joe Bonamassa,104125132,2019,11,8,5,Fox Theatre Detroit,Detroit,MI,48201,0,0
Joe Bonamassa,104126427,2019,11,9,6,The Theater at MGM National Harbor,Oxon Hill,MD,20745,0,0
Joe Bonamassa,104128366,2019,11,11,1,Flynn Center for the Performing Arts,Burlington,VT,5401,0,0
Joe Bonamassa,104129514,2019,11,12,2,Broome County Forum,Binghamton,NY,13901,0,0
Joe Bonamassa,104126093,2019,11,14,4,Beacon Theatre,New York,NY,10023,0,1
Joe Bonamassa,104126095,2019,11,15,5,Beacon Theatre,New York,NY,10023,1,1
Joe Bonamassa,104125131,2019,11,16,6,Beacon Theatre,New York,NY,10023,1,0
Joe Bonamassa,104128368,2019,11,19,2,Bon Secours Wellness Arena,Greenville,SC,29601,0,0
Joe Bonamassa,104127776,2019,11,20,3,BJCC Concert Hall,Birmingham,AL,35203,0,0
Joe Bonamassa,104131027,2019,11,22,5,Beau Rivage Theatre,Biloxi,MS,39530,0,0
Joe Bonamassa,104127764,2019,11,23,6,St Augustine Amphitheatre,St. Augustine,FL,32080,0,0
Joe Bonamassa,104245417,2020,2,13,4,Montgomery Performing Arts Center,Montgomery,AL,36104,0,0
Joe Bonamassa,104245437,2020,2,15,6,Township Auditorium,Columbia,SC,29201,0,0
Joe Bonamassa,104251221,2020,2,16,7,King Center for the Performing Arts,Melbourne,FL,32935,0,0
Joe Bonamassa,104479413,2020,2,24,1,Ruth Eckerd Hall,Clearwater,FL,33759,0,1
Joe Bonamassa,104248407,2020,2,25,2,Ruth Eckerd Hall,Clearwater,FL,33759,1,0
Joe Bonamassa,104248395,2020,2,26,3,Saenger Theatre-FL,Pensacola,FL,32502,0,0
Joe Bonamassa,104248833,2020,2,28,5,Fabulous Fox Theatre - Atlanta,Atlanta,GA,30308,0,1
Joe Bonamassa,104249116,2020,2,29,6,Fabulous Fox Theatre - Atlanta,Atlanta,GA,30308,1,0
Joe Bonamassa,104251266,2020,3,2,1,Belk Theater at Blumenthal Performing Arts Center,Charlotte,NC,28202,0,0
Joe Bonamassa,104245435,2020,3,3,2,Soldiers and Sailors Memorial Auditorium,Chattanooga,TN,37402,0,0
Joe Bonamassa,104245418,2020,3,5,4,Peoria Civic Center,Peoria,IL,61602,0,0
Joe Bonamassa,104250335,2020,3,6,5,Connor Palace Playhouse Square,Cleveland,OH,44115,0,1
Joe Bonamassa,104254246,2020,3,7,6,Connor Palace Playhouse Square,Cleveland,OH,44115,1,0
Joe Bonamassa,104250420,2020,3,9,1,Coronado Performing Arts Center,Rockford,IL,61101,0,0
Joe Bonamassa,104250093,2020,3,10,2,Riverside Theater - WI,Milwaukee,WI,53203,0,0
Joe Bonamassa,104789914,2021,3,27,6,Macon City Auditorium,Macon,GA,31201,0,0
Joe Bonamassa,104792437,2021,3,29,1,Ruth Eckerd Hall,Clearwater,FL,33759,0,0
Joe Bonamassa,104844357,2021,8,6,5,Dolby Live at Park MGM,Las Vegas,NV,89109,0,0
Joe Bonamassa,104843686,2021,8,10,2,Cheyenne Civic Center,Cheyenne,WY,82001,0,0
Joe Bonamassa,104867916,2021,10,8,5,Ryman Auditorium,Nashville,TN,37219,0,1
Joe Bonamassa,104867919,2021,10,9,6,Ryman Auditorium,Nashville,TN,37219,1,0
Joe Bonamassa,104868006,2021,10,11,1,Robinson Performance Hall,Little Rock,AR,72201,0,0
Joe Bonamassa,104867923,2021,10,13,3,Shreveport Municipal Memorial Auditorium,Shreveport,LA,71101,0,0
Joe Bonamassa,104867931,2021,10,15,5,Majestic Theatre San Antonio,San Antonio,TX,78205,0,0
Joe Bonamassa,104867941,2021,10,16,6,Smart Financial Centre,Sugar Land,TX,77479,0,0
Joe Bonamassa,104867944,2021,10,17,7,Texas Trust CU Theatre at Grand Prairie,Grand Prairie,TX,75050,0,0
Joe Bonamassa,104867946,2021,10,19,2,Walton Arts Center - Baum Walker Hall,Fayetteville,AR,72701,0,0
Joe Bonamassa,104868228,2021,10,21,4,Tulsa Theater,Tulsa,OK,74103,0,0
Joe Bonamassa,104867950,2021,10,22,5,Cannon Center for the Performing Arts,Memphis,TN,38103,0,0
Joe Bonamassa,104869071,2021,10,23,6,Louisville Palace,Louisville,KY,40202,0,0
Joe Bonamassa,104867952,2021,10,25,1,Old National Events Plaza,Evansville,IN,47708,0,0
Joe Bonamassa,104868186,2021,10,27,3,Embassy Theatre,Fort Wayne,IN,46802,0,0
Joe Bonamassa,104867571,2021,10,29,5,Murat Theatre at Old National Centre,Indianapolis,IN,46204,0,0
Joe Bonamassa,104868004,2021,10,30,6,Stifel Theatre,St. Louis,MO,63103,0,0
Joe Bonamassa,104868187,2021,10,31,7,Taft Theatre,Cincinnati,OH,45202,0,0
Joe Bonamassa,104869074,2021,11,19,5,Springfield Symphony Hall,Springfield,MA,1103,0,0
Joe Bonamassa,104867878,2021,11,20,6,Providence Performing Arts Center,Providence,RI,2903,0,0
Joe Bonamassa,104868192,2021,11,22,1,Capitol Theatre Port Chester,Port Chester,NY,10573,0,0
Joe Bonamassa,104867570,2021,11,24,3,Rochester Auditorium,Rochester,NY,14605,0,0
Joe Bonamassa,104869076,2021,11,26,5,Fox Theatre Detroit,Detroit,MI,48201,0,0
Joe Bonamassa,104867883,2021,11,27,6,Covelli Centre - Youngstown,Youngstown,OH,44503,0,0
Joe Bonamassa,104867885,2021,11,28,7,Palace Theatre Columbus,Columbus,OH,43215,0,0
Joe Bonamassa,104867887,2021,11,30,2,State Theatre Easton,Easton,PA,18042,0,0
Joe Bonamassa,104868195,2021,12,1,3,Santander Performing Arts Center,Reading,PA,19601,0,0
Joe Bonamassa,104867893,2021,12,3,5,Berglund Performing Arts Theater,Roanoke,VA,24016,0,0
Joe Bonamassa,104868199,2021,12,4,6,Modell Performing Arts Center at the Lyric,Baltimore,MD,21201,0,0
Joe Bonamassa,104869077,2021,12,5,7,Carpenter Theatre at Dominion Energy Center,Richmond,VA,23219,0,0
Joe Bonamassa,104869045,2021,12,7,2,Savannah Civic Center - Martin Luther King Jr Arena,Savannah,GA,31401,0,0
Joe Bonamassa,104867898,2021,12,8,3,Van Wezel Performing Arts Hall,Sarasota,FL,34236,0,0
Joe Bonamassa,104867900,2021,12,10,5,St Augustine Amphitheatre,St. Augustine,FL,32080,0,0
Joe Bonamassa,104868206,2021,12,11,6,Hertz Arena,Estero,FL,33928,0,0
Joe Bonamassa,104868007,2021,12,12,7,Hard Rock Live - Hollywood,Hollywood,FL,33314,0,0
Joe Bonamassa,105014093,2022,2,15,2,Walt Disney Theater at Dr Phillips Center,Orlando,FL,32801,0,0
Joe Bonamassa,105015032,2022,2,16,3,Saenger Theatre-FL,Pensacola,FL,32502,0,0
Joe Bonamassa,105014102,2022,2,18,5,Ruth Eckerd Hall,Clearwater,FL,33759,0,1
Joe Bonamassa,105013629,2022,2,19,6,Ruth Eckerd Hall,Clearwater,FL,33759,1,0
Joe Bonamassa,105014105,2022,2,27,7,Charleston Gaillard Center,Charleston,SC,29401,0,0
Joe Bonamassa,105014107,2022,2,28,1,Bell Auditorium,Augusta,GA,30901,0,0
Joe Bonamassa,105014111,2022,3,1,2,BJCC Concert Hall,Birmingham,AL,35203,0,0
Joe Bonamassa,105014114,2022,3,4,5,Beau Rivage Theatre,Biloxi,MS,39530,0,0
Joe Bonamassa,105014115,2022,3,5,6,Peace Center,Greenville,SC,29601,0,0
Joe Bonamassa,105014116,2022,3,6,7,Knoxville Civic Auditorium,Knoxville,TN,37915,0,0
Joe Bonamassa,105013630,2022,3,8,2,Stranahan Theatre,Toledo,OH,43614,0,0
Joe Bonamassa,105013631,2022,3,10,4,Hershey Theatre,Hershey,PA,17033,0,0
Joe Bonamassa,105014128,2022,3,11,5,Landmark Theatre Syracuse,Syracuse,NY,13202,0,0
Joe Bonamassa,105014129,2022,3,12,6,Palace Theatre Albany,Albany,NY,12207,0,0
Joe Bonamassa,105014130,2022,3,14,1,Kirby Center,Wilkes-Barre,PA,18702,0,0
Joe Bonamassa,105014132,2022,3,16,3,Mortensen Hall at The Bushnell,Hartford,CT,6106,0,0
Joe Bonamassa,105137983,2022,3,18,5,Borgata Casino Event Center,Atlantic City,NJ,8401,0,0
Joe Bonamassa,105139852,2022,3,19,6,Sandler Center for the Performing Arts,Virginia Beach,VA,23462,0,0
Joe Bonamassa,105011908,2022,3,20,7,Hackensack Meridian Health Theatre,Red Bank,NJ,7701,0,0
Joe Bonamassa,105014137,2022,3,22,2,Durham Performing Arts Center,Durham,NC,27701,0,0
Joe Bonamassa,105014140,2022,3,23,3,Singletary Center of Arts,Lexington,KY,40508,0,0
Joe Bonamassa,105013638,2022,3,25,5,Township Auditorium,Columbia,SC,29201,0,0
Joe Bonamassa,105014144,2022,3,26,6,The Theater at MGM National Harbor,Oxon Hill,MD,20745,0,0
Joe Bonamassa ,103214423,2018,4,27,5,Hampton Beach Casino Ballroom,Hampton,NH,3842,0,1
Joe Bonamassa ,103214425,2018,4,28,6,Hampton Beach Casino Ballroom,Hampton,NH,3842,1,0
Joe Bonamassa ,104792652,2021,3,31,3,Austin City Limits Live at The Moody Theater,Austin,TX,78701,0,1
Joe Bonamassa ,104792653,2021,4,1,4,Austin City Limits Live at The Moody Theater,Austin,TX,78701,1,0
Joe Bonamassa ,104789598,2021,4,3,6,Mark C. Smith Concert Hall at Von Braun Center,Huntsville,AL,35801,0,0
Joe Bonamassa ,104602758,2021,7,30,5,San Jose Civic,San Jose,CA,95113,0,0
Joe Bonamassa ,104605613,2021,7,31,6,Vina Robles Amphitheatre,Paso Robles,CA,93446,0,0
Joe Bonamassa ,104605240,2021,8,1,7,Greek Theatre - Los Angeles,Los Angeles,CA,90027,0,0
Joe Bonamassa ,104605956,2021,8,8,7,Red Rocks Amphitheatre,Morrison,CO,80465,0,1
Joe Bonamassa ,104605955,2021,8,9,1,Red Rocks Amphitheatre,Morrison,CO,80465,1,0
Joe Bonamassa ,104610699,2021,8,12,4,Eccles Theater - Salt Lake City,Salt Lake City,UT,84101,0,0
Joe Russo's Almost Dead,103265189,2018,2,15,4,War Memorial Auditorium-TN,Nashville,TN,37243,0,0
Joe Russo's Almost Dead,103260886,2018,2,16,5,The Pageant,St. Louis,MO,63112,0,0
Joe Russo's Almost Dead,103260868,2018,2,18,7,Orpheum Theatre - Madison,Madison,WI,53703,0,0
Joe Russo's Almost Dead,103460380,2018,3,8,4,Brooklyn Bowl - NY,Brooklyn,NY,11249,0,1
Joe Russo's Almost Dead,103460493,2018,3,9,5,Brooklyn Bowl - NY,Brooklyn,NY,11249,1,1
Joe Russo's Almost Dead,103460382,2018,3,10,6,Brooklyn Bowl - NY,Brooklyn,NY,11249,1,0
Joe Russo's Almost Dead,103257156,2018,3,15,4,Landmark Theatre Syracuse,Syracuse,NY,13202,0,0
Joe Russo's Almost Dead,103257157,2018,3,16,5,Palace Theatre Albany,Albany,NY,12207,0,0
Joe Russo's Almost Dead,103257159,2018,3,17,6,State Theatre Portland,Portland,ME,4101,0,0
Joe Russo's Almost Dead,103258873,2018,5,4,5,Mardi Gras World,New Orleans,LA,70130,0,1
Joe Russo's Almost Dead,103258874,2018,5,5,6,Mardi Gras World,New Orleans,LA,70130,1,0
Joe Russo's Almost Dead,103480464,2018,7,14,6,The Depot,Salt Lake City,UT,84101,0,0
Joe Russo's Almost Dead,103474105,2018,7,19,4,Prospect Park,Brooklyn,NY,11215,0,0
Joe Russo's Almost Dead,103474558,2018,7,20,5,Leader Bank Pavilion,Boston,MA,2210,0,0
Joe Russo's Almost Dead,103477574,2018,8,10,5,Showbox at the Market,Seattle,WA,98101,0,0
Joe Russo's Almost Dead,103480465,2018,8,11,6,McDonald Theatre,Eugene,OR,97402,0,0
Joe Russo's Almost Dead,103375602,2018,8,16,4,Red Rocks Amphitheatre,Morrison,CO,80465,0,0
Joe Russo's Almost Dead,103605493,2018,10,18,4,Tower Theater Upper Darby,Upper Darby,PA,19082,0,1
Joe Russo's Almost Dead,103605492,2018,10,19,5,Tower Theater Upper Darby,Upper Darby,PA,19082,1,0
Joe Russo's Almost Dead,103602229,2018,10,20,6,The Anthem,Washington DC,DC,20024,0,0
Joe Russo's Almost Dead,103605197,2018,11,8,4,The Wiltern,Los Angeles,CA,90010,0,1
Joe Russo's Almost Dead,103605198,2018,11,9,5,The Wiltern,Los Angeles,CA,90010,1,0
